,E,lng(E),H(E)
0,-0.003472222222222222,7195.195417642593,0.4629200029933398
1,-0.003460144927536232,7201.25504720211,0.4108358901444287
2,-0.003448067632850242,7201.812222912908,0.38531766818828106
3,-0.0034359903381642513,7207.051317930222,0.3951208560951882
4,-0.003423913043478261,7208.361141502857,0.3801541570006735
5,-0.0034118357487922706,7212.303198844194,0.25817555938037867
6,-0.00339975845410628,7214.025713711977,0.33450572476240364
7,-0.00338768115942029,7217.326828315854,0.4466811344757914
8,-0.0033756038647342994,7219.328309848905,0.3812766594327621
9,-0.0033635265700483093,7222.267074227333,0.43148993489485893
10,-0.0033514492753623187,7224.392678916454,0.4461573000074833
11,-0.0033393719806763286,7226.9700864851475,0.46172266706577864
12,-0.003327294685990338,7229.193163022399,0.4197410761056649
13,-0.0033152173913043475,7231.597957789898,0.5708299034647908
14,-0.0033031400966183574,7233.759315297008,0.5316919853326348
15,-0.003291062801932367,7236.135839700699,0.6244106862231534
16,-0.0032789855072463767,7238.416062712669,0.4466063009803188
17,-0.0032669082125603866,7240.7268211990595,0.48319988026640726
18,-0.0032548309178743965,7242.958938255906,0.4130060615131333
19,-0.003242753623188406,7245.20461037755,0.32597470627853026
20,-0.0032306763285024154,7247.452624574304,0.3722966399760533
21,-0.0032185990338164253,7249.6028703302145,0.2980618124672603
22,-0.0032065217391304347,7251.738973617554,0.3183416897403278
23,-0.0031944444444444446,7253.965462446213,0.27793160218513807
24,-0.003182367149758454,7256.055220723152,0.296190975080446
25,-0.003170289855072464,7258.120629534125,0.3239542019007708
26,-0.0031582125603864734,7260.205098181963,0.40859088528025145
27,-0.003146135265700483,7262.298626497388,0.377085983686298
28,-0.0031340579710144928,7264.377302989364,0.5001122502432088
29,-0.003121980676328502,7266.421523734927,0.5005612512160443
30,-0.0031099033816425117,7268.4772467166185,0.5944024545386515
31,-0.0030978260869565215,7270.485413223505,0.44017062036967747
32,-0.0030857487922705314,7272.513430774212,0.5322158198009429
33,-0.0030736714975845413,7274.558902129531,0.4613484995884158
34,-0.0030615942028985508,7276.624189317226,0.4479533038988251
35,-0.0030495169082125607,7278.577629104257,0.4576068248147871
36,-0.00303743961352657,7280.589938938618,0.5042280924942004
37,-0.0030253623188405796,7282.585220038891,0.49135673127291773
38,-0.0030132850241545894,7284.566009402275,0.5088677692135
39,-0.003001207729468599,7286.536191180348,0.4899348948589389
40,-0.002989130434782609,7288.4734299480915,0.5314674848462172
41,-0.0029770531400966182,7290.424195095897,0.4731721918730824
42,-0.002964975845410628,7292.334509149194,0.448327471376188
43,-0.0029528985507246376,7294.28398732841,0.4833495472573524
44,-0.002940821256038647,7296.201331406832,0.4787847040335254
45,-0.002928743961352657,7298.118814498186,0.5757689141659806
46,-0.0029166666666666664,7300.019440069795,0.533787323205867
47,-0.0029045893719806763,7301.920036241412,0.6086208186784404
48,-0.002892512077294686,7303.7848657518625,0.6647459402828706
49,-0.002880434782608696,7305.732369810343,0.5118611090324029
50,-0.0028683574879227055,7307.59359498322,0.48349921424829756
51,-0.002856280193236715,7309.484779283404,0.42692509167103193
52,-0.002844202898550725,7311.34118847549,0.37005163511187605
53,-0.0028321256038647343,7313.183403193951,0.34558108209234456
54,-0.0028200483091787437,7315.033047810197,0.3827733293422136
55,-0.0028079710144927536,7316.905771315098,0.37626281523609967
56,-0.0027958937198067635,7318.7481281757355,0.35007109182069895
57,-0.002783816425120773,7320.5703555345535,0.341989074309661
58,-0.0027717391304347824,7322.416901901364,0.34041757090473695
59,-0.0027596618357487923,7324.214904278517,0.31699468682182147
60,-0.0027475845410628017,7325.982122823596,0.31976352615430664
61,-0.002735507246376811,7327.813396960497,0.29843597994462323
62,-0.002723429951690821,7329.574807077646,0.3541121005762179
63,-0.002711352657004831,7331.3890291154385,0.28855795854224353
64,-0.002699275362318841,7333.18855895102,0.253910050138442
65,-0.0026871980676328503,7334.984458312392,0.26079473172191875
66,-0.00267512077294686,7336.78633145988,0.27441442789792714
67,-0.0026630434782608696,7338.56110650301,0.28721095562373716
68,-0.002650966183574879,7340.361301675439,0.26723041233256006
69,-0.002638888888888889,7342.121703773737,0.269699917683155
70,-0.0026268115942028984,7343.902939885855,0.3111576741749607
71,-0.0026147342995169083,7345.698650926352,0.3261243732694754
72,-0.0026026570048309178,7347.50203679502,0.30060615131332785
73,-0.0025905797101449276,7349.266858369112,0.32911771308837834
74,-0.002578502415458937,7351.059655085206,0.37349397590361444
75,-0.0025664251207729465,7352.776828289032,0.41233256005388014
76,-0.0025543478260869564,7354.560331821442,0.397964528923146
77,-0.002542270531400966,7356.312745839357,0.4208635785377535
78,-0.0025301932367149758,7358.074729442596,0.4118835590810447
79,-0.0025181159420289857,7359.813193097711,0.4637431714435381
80,-0.0025060386473429955,7361.590368524194,0.4362044451096311
81,-0.002493961352657005,7363.299887642264,0.4185437401781037
82,-0.0024818840579710144,7365.0415362119675,0.45379031654568586
83,-0.0024698067632850243,7366.773856177926,0.41076105664895607
84,-0.002457729468599034,7368.480820506811,0.4424156252338547
85,-0.0024456521739130432,7370.189121961594,0.4180199057097957
86,-0.002433574879227053,7371.9420900046825,0.45004864177205717
87,-0.002421497584541063,7373.646030783653,0.47698870014218364
88,-0.0024094202898550725,7375.371335923672,0.4940507371099304
89,-0.002397342995169082,7377.0885173380375,0.48611838658983764
90,-0.002385265700483092,7378.843523621559,0.4904587293272469
91,-0.0023731884057971013,7380.514241069555,0.5682855646187234
92,-0.0023611111111111107,7382.226511195302,0.6045798099229215
93,-0.0023490338164251206,7383.952208504081,0.5893137768465165
94,-0.0023369565217391305,7385.667749643326,0.6024096385542169
95,-0.00232487922705314,7387.348386108875,0.6881688243657861
96,-0.00231280193236715,7389.059913575649,0.6929581680760308
97,-0.0023007246376811597,7390.771785259247,0.7478859537528998
98,-0.002288647342995169,7392.477742627263,0.7032103569557734
99,-0.0022765700483091786,7394.168657839298,0.7365112624410686
100,-0.0022644927536231885,7395.87234506011,0.686971488438225
101,-0.002252415458937198,7397.593802079558,0.6671406121379929
102,-0.0022403381642512074,7399.304810985923,0.6704332859387861
103,-0.0022282608695652173,7401.050366014242,0.5745715782384195
104,-0.002216183574879227,7402.725383251905,0.5762179151388162
105,-0.0022041062801932366,7404.419663518667,0.5919329491880566
106,-0.002192028985507246,7406.11697165668,0.547107685399985
107,-0.002179951690821256,7407.799878120422,0.5899872783057697
108,-0.0021678743961352654,7409.493820384145,0.6137094963705755
109,-0.0021557971014492753,7411.181847542524,0.6033076404998877
110,-0.002143719806763285,7412.859778955579,0.6361595450123475
111,-0.002131642512077295,7414.551300227642,0.616777669684951
112,-0.0021195652173913045,7416.200907379389,0.5816059268128414
113,-0.002107487922705314,7417.903115004301,0.6194716755219636
114,-0.002095410628019324,7419.568574085832,0.5695577340417571
115,-0.0020833333333333333,7421.22730115056,0.6256080221507146
116,-0.0020712560386473428,7422.886429846287,0.6068996482825713
117,-0.0020591787439613526,7424.533776834607,0.6544189179076555
118,-0.0020471014492753625,7426.177032738924,0.5995659657262591
119,-0.0020350241545893715,7427.832708656788,0.6149816657936092
120,-0.0020229468599033814,7429.472722440958,0.5694829005462845
121,-0.0020108695652173913,7431.102767139673,0.6278530270148919
122,-0.0019987922705314008,7432.718531891704,0.6409488887225923
123,-0.0019867149758454102,7434.356940343976,0.6560652548080521
124,-0.00197463768115942,7435.975964769721,0.639751552795031
125,-0.00196256038647343,7437.603680878878,0.5726259073561326
126,-0.0019504830917874392,7439.201052725315,0.6354860435530943
127,-0.0019384057971014491,7440.790172815323,0.7001421836413979
128,-0.001926328502415459,7442.416692763567,0.6652697747511787
129,-0.0019142512077294687,7443.9953087717295,0.6768689665494275
130,-0.0019021739130434781,7445.614665493369,0.6972236773179675
131,-0.001890096618357488,7447.214209109545,0.6848761505649928
132,-0.0018780193236714975,7448.830755472183,0.6181246726034573
133,-0.001865942028985507,7450.440015643835,0.6556910873306893
134,-0.0018538647342995168,7452.018748998642,0.6019606375813814
135,-0.0018417874396135267,7453.585170537233,0.6193220085310185
136,-0.0018297101449275361,7455.123391672969,0.6750729626580858
137,-0.0018176328502415458,7456.67231580615,0.7020878545236848
138,-0.0018055555555555557,7458.233375936747,0.6675147796153559
139,-0.0017934782608695651,7459.778588593006,0.7047818603606975
140,-0.0017814009661835746,7461.3090751469135,0.7190002245004864
141,-0.0017693236714975845,7462.832546591759,0.762403651874579
142,-0.0017572463768115944,7464.373046875,0.734864925540672
143,-0.0017451690821256038,7465.903992369771,0.7201227269325751
144,-0.0017330917874396135,7467.404675543308,0.7181022225548155
145,-0.0017210144927536234,7468.903108865023,0.7664446606300981
146,-0.0017089371980676328,7470.390665739775,0.7402529372146973
147,-0.0016968599033816423,7471.884956479073,0.7125645438898451
148,-0.0016847826086956522,7473.381153151393,0.7738531766818828
149,-0.0016727053140096616,7474.888911783695,0.738905934296191
150,-0.0016606280193236715,7476.358605444431,0.719598892464267
151,-0.001648550724637681,7477.823224186897,0.7341165905859462
152,-0.0016364734299516908,7479.2770824581385,0.7325450871810222
153,-0.0016243961352657005,7480.693339154124,0.7319464192172417
154,-0.00161231884057971,7482.1831707805395,0.7265584075432163
155,-0.0016002415458937198,7483.63183362782,0.7190750579959589
156,-0.0015881642512077293,7485.062974140048,0.6919853326348874
157,-0.0015760869565217392,7486.500579148531,0.6627254359051111
158,-0.0015640096618357486,7487.898440331221,0.7101698720347227
159,-0.0015519323671497583,7489.319207072258,0.6651201077602334
160,-0.0015398550724637682,7490.749650120735,0.6399760532814488
161,-0.0015277777777777776,7492.142909705639,0.669759784479533
162,-0.0015157004830917875,7493.534953191876,0.6448402304871661
163,-0.001503623188405797,7494.9034963697195,0.6455885654418918
164,-0.0014915458937198069,7496.276277408004,0.6750729626580858
165,-0.0014794685990338163,7497.643796637654,0.6428945596048792
166,-0.0014673913043478258,7499.009766951203,0.7012646860734865
