,E,lng(E),H(E)
0,-0.0078125,51819.30657196045,0.917021974417842
1,-0.007781862745098039,51826.78900527954,0.9176171908215202
2,-0.007751225490196079,51827.44095993042,0.8981896513327584
3,-0.007720588235294118,51833.520305633545,0.8417210257157781
4,-0.007689950980392157,51834.883892059326,0.7385096914997429
5,-0.007659313725490196,51839.9546585083,0.9261972150350853
6,-0.007628676470588235,51841.82763671875,0.8271321501888901
7,-0.007598039215686274,51846.10390472412,0.8924277945815062
8,-0.007567401960784314,51848.399154663086,0.9385307467738866
9,-0.007536764705882353,51852.12047576904,0.8659467382545988
10,-0.007506127450980392,51854.73175048828,0.911839137705542
11,-0.007475490196078432,51858.04407119751,1.0
12,-0.00744485294117647,51860.776500701904,0.9445598435431167
13,-0.0074142156862745095,51863.868518829346,0.9848483007988857
14,-0.007383578431372549,51866.717834472656,0.9506780203183396
15,-0.007352941176470588,51869.636447906494,0.8921646036547097
16,-0.0073223039215686275,51872.55683135986,0.9346355210572986
17,-0.007291666666666667,51875.43189620972,0.891581534524576
18,-0.007261029411764706,51878.27714920044,0.8556337030153582
19,-0.007230392156862745,51881.10464477539,0.8969870712518575
20,-0.007199754901960785,51883.999210357666,0.9201924128129442
21,-0.007169117647058823,51886.81551361084,0.9240835894383506
22,-0.0071384803921568625,51889.61560821533,0.8870748960395839
23,-0.007107843137254902,51892.41533279419,0.927974766063757
24,-0.007077205882352941,51895.18027114868,0.9131712887042504
25,-0.0070465686274509805,51897.969287872314,0.9162647943669043
26,-0.00701593137254902,51900.7278137207,0.9262862950410781
27,-0.006985294117647059,51903.53521347046,0.9406484214618029
28,-0.006954656862745098,51906.293281555176,0.9281731715316497
29,-0.006924019607843137,51909.03909301758,0.9318254517773485
30,-0.006893382352941176,51911.76898956299,0.9413084233243848
31,-0.006862745098039216,51914.45546722412,0.9374941794314267
32,-0.006832107843137255,51917.179958343506,0.9039069680810142
33,-0.006801470588235294,51919.89413833618,0.9069842773789423
34,-0.0067708333333333336,51922.60924530029,0.9168924035000344
35,-0.006740196078431373,51925.3063583374,0.904591264490685
36,-0.006709558823529412,51927.979526519775,0.9056561754714154
37,-0.0066789215686274515,51930.686752319336,0.9338661937328167
38,-0.00664828431372549,51933.36304092407,0.9399924686904024
39,-0.006617647058823529,51936.03875350952,0.9179411181160388
40,-0.006587009803921569,51938.72542953491,0.9147504342650292
41,-0.006556372549019608,51941.39137649536,0.8989670768396033
42,-0.006525735294117647,51944.06284713745,0.9271001623685564
43,-0.006495098039215686,51946.70919799805,0.8833659285173443
44,-0.006464460784313725,51949.38739013672,0.9066401046285161
45,-0.006433823529411764,51952.04050064087,0.8901643526110564
46,-0.006403186274509804,51954.72177505493,0.8446687640958986
47,-0.006372549019607843,51957.37476348877,0.8553948066356506
48,-0.006341911764705882,51960.04242706299,0.8712024586081654
49,-0.006311274509803922,51962.69847488403,0.885102988634201
50,-0.006280637254901961,51965.34340286255,0.8919459527309096
51,-0.00625,51967.98652648926,0.8962663330215533
