,E,lng(E),H(E)
0,-0.02,20183.183044433594,1.0
1,-0.0197979797979798,20189.70558166504,0.9488137082601055
2,-0.019595959595959597,20190.453620910645,0.9039616285881664
3,-0.019393939393939394,20195.608993530273,0.9803261081819957
4,-0.01919191919191919,20197.15517425537,0.9527069908221051
5,-0.01898989898989899,20201.11083984375,0.7697227104081235
6,-0.018787878787878787,20203.2266998291,0.8389230619019723
7,-0.018585858585858584,20206.494201660156,0.7984036321031048
8,-0.018383838383838384,20208.971603393555,0.8036028119507909
9,-0.01818181818181818,20211.807830810547,0.770577035735208
10,-0.01797979797979798,20214.423767089844,0.8778558875219684
11,-0.017777777777777778,20217.084701538086,0.8078012107010349
12,-0.017575757575757574,20219.754676818848,0.8511887326694005
13,-0.017373737373737375,20222.372756958008,0.8678480765475493
14,-0.01717171717171717,20225.0457611084,0.8592804139816442
15,-0.01696969696969697,20227.725425720215,0.8506761374731497
16,-0.016767676767676768,20230.358596801758,0.8128783440734232
17,-0.016565656565656565,20232.942832946777,0.8227763132200742
18,-0.01636363636363636,20235.613655090332,0.7665861159929701
19,-0.01616161616161616,20238.207496643066,0.7219171060339777
20,-0.015959595959595962,20240.82888031006,0.7179628002343292
21,-0.01575757575757576,20243.34449005127,0.7625829916032025
22,-0.015555555555555555,20245.94337463379,0.7449960945127905
23,-0.015353535353535352,20248.544647216797,0.7038420230423745
24,-0.015151515151515152,20251.150520324707,0.7249194493263035
25,-0.014949494949494949,20253.728897094727,0.7363796133567663
26,-0.014747474747474747,20256.277214050293,0.7153021870728373
27,-0.014545454545454545,20258.84986114502,0.6980204061706697
28,-0.014343434343434342,20261.415870666504,0.6765158172231986
29,-0.014141414141414142,20264.030586242676,0.6414884788127319
30,-0.01393939393939394,20266.668853759766,0.6051552431165788
31,-0.013737373737373737,20269.255409240723,0.620740578012107
32,-0.013535353535353534,20271.849990844727,0.5642208553016989
33,-0.013333333333333332,20274.49730682373,0.5678944542081624
